Track name,Artist name,Album,Playlist name,Type,ISRC
"Oogway Ascends","Hans Zimmer","Kung Fu Panda (Original Motion Picture Soundtrack)","Favorite Songs","Favorite","USUM70812423"
"Welcome To Los Santos","Oh No","The Music of Grand Theft Auto V, Vol. 1: Original Music","Favorite Songs","Favorite","TCABQ1372642"
"Doom Theme - Remix","SayMaxWell","Doom Theme (Remix)","Favorite Songs","Favorite","FR96X1766817"
"Mil Horas","Los Abuelos De La Nada","1982-1987 - Himnos Del Corazón","Favorite Songs","Favorite","ARF098300013"
"Aerius Light","Data","Skywriter","Favorite Songs","Favorite","FR47Q0808700"
"Get Busy","Sean Paul","Dutty Rock","Favorite Songs","Favorite","USAT20202575"
"Escándalo","Raphael","Ave Fénix","Favorite Songs","Favorite","NLB639210006"
"Una Vaina Loca","Fuego","Una Vaina Loca","Favorite Songs","Favorite","QMFME1322838"
"Stay Inside Me","Ocular Nebula","Wistful Wish","Favorite Songs","Favorite","AEA0D2016753"
"Highscore","Panda Eyes","KIKO","Favorite Songs","Favorite","CHAAA1503354"
"Resurrection - Axwell's Recut Radio Edit","Michael Calfan","Resurrection","Favorite Songs","Favorite","GBKCF1110197"
"Pandora","Code Black","Pandora","Favorite Songs","Favorite","NLE801300597"
"Disconnected - Extended Version","Hotblade","Eurobeat Kudos 24","Favorite Songs","Favorite","ITA871266017"
"Good Morning U.S.A. - From ""American Dad!""/Main Title Theme","American Dad! Cast","Good Morning U.S.A. (From ""American Dad!""/Main Title Theme)","Favorite Songs","Favorite","USFM91200001"
"Get Mine (feat. Max Landry)","Tony Sinatra","Get MIne (feat. Max Landry)","Favorite Songs","Favorite","GBSMU2648266"
"Watch Out - Extended Mix","Alex Gaudino","Watch Out","Favorite Songs","Favorite","ITL010700393"
"Dance Like An African (The Worldcup Football Song)","Lou Bega","Dance Like An African (The Worldcup Football Song)","Favorite Songs","Favorite","DEAF70930549"
"Throne","Bring Me The Horizon","That's The Spirit","Favorite Songs","Favorite","GBARL1500770"
"Reload - Extended Mix","Sebastian Ingrosso","Reload (Remixes)","Favorite Songs","Favorite","GBJ4B1300160"
"Midnight City","M83","Hurry up, We're Dreaming","Favorite Songs","Favorite","GB55H1100002"
"ClutterFunk","Waterflame","Showdown","Favorite Songs","Favorite","TCABQ1325375"
"Arcadia - Extended Mix","Hardwell","Arcadia","Favorite Songs","Favorite","NLS241401161"
"Tsunami","DVBBS","Tsunami","Favorite Songs","Favorite","NLWV71300021"
"Unicorn Zombie Apocalypse","Borgore","Unicorn Zombie Apocalypse","Favorite Songs","Favorite","NLZ541400033"
"SMASH! - Edit","Ummet Ozcan","SMASH! (Edit)","Favorite Songs","Favorite","NLZ541400597"
"Dum Dee Dum - JiKay Remix","Keys N Krates","All Trap Music, Vol. 4","Favorite Songs","Favorite","GB2LD0902075"
"Maneater","Daryl Hall & John Oates","H2O","Favorite Songs","Favorite","USRC10301821"
"Bad Boys (Theme from COPS)","Inner Circle","Blazzin' Fire","Favorite Songs","Favorite","USA2P1004784"
"Rattle","Bingo Players","Rattle","Favorite Songs","Favorite","NLC281112191"
"Skystrike","Hinkik","Skystrike","Favorite Songs","Favorite","QM2PV1574082"
"Firefrost","Env","Electronic Super Joy, Pts. 1 & 2 (Original Soundtrack)","Favorite Songs","Favorite","ushm91363408"
"Kernkraft 400 - DJ Gius Mix, Radio Edit","Zombie Nation","Kernkraft 400 Single Mixes","Favorite Songs","Favorite","DEZ200600039"
"Dance around the world","Delta Queens","Delta Ultimate Collection Presents","Favorite Songs","Favorite","ITB119600072"
"Centuries","Fall Out Boy","American Beauty/American Psycho","Favorite Songs","Favorite","USUM71412644"
"Speed","Atari Teenage Riot","Delete Yourself","Favorite Songs","Favorite","GBBXA9500022"
"Live Your Life","Headhunterz","Live Your Life","Favorite Songs","Favorite","NLWV71500020"
"Watch Out For This (Bumaye)","Major Lazer","Summer Mix","Favorite Songs","Favorite","US38W1229208"
"I Kissed A Girl","Katy Perry","One Of The Boys","Favorite Songs","Favorite","USCA20801738"
"Ding Dong Song - Radio Edit","Günther","Ding Dong Song","Favorite Songs","Favorite","SEPQA0402010"
"Thunderbolt","Justin Prime","Thunderbolt","Favorite Songs","Favorite","NLZ541300774"
"Military Fashion Show","And One","Bodypop","Favorite Songs","Favorite","DEBZ70600306"
"Pjanoo - Club Mix","Eric Prydz","Pjanoo","Favorite Songs","Favorite","GBCEN0800800"
"One More Time","Daft Punk","Discovery","Favorite Songs","Favorite","GBDUW0000053"
"Astronomia","Tony Igy","Astronomia","Favorite Songs","Favorite","DK4YA1609101"
"Boogie Wonderland","Earth, Wind & Fire","I Am","Favorite Songs","Favorite","USSM19922860"
"Mr. Blue Sky","Electric Light Orchestra","Out of the Blue","Favorite Songs","Favorite","USSM17200399"
"Gas Gas Gas - Extended Mix","Manuel","SUPER EUROBEAT presents INITIAL D Fifth&Final Stage SELECTION","Favorite Songs","Favorite","ITA870700318"
"Theme of Ryu -SFIV Arrange-","Hideyuki Fukasawa","ストリートファイターIVシリーズ サウンドBOX","Favorite Songs","Favorite","JPE100901710"
"Believer","Imagine Dragons","Evolve","Favorite Songs","Favorite","USUM71700626"
"Relación","Sech","1 of 1","Favorite Songs","Favorite","QM9WM2000013"
"Omen","The Prodigy","Invaders Must Die","Favorite Songs","Favorite","GBCEJ0800392"
"Voodoo People - Pendulum Mix","The Prodigy","Their Law The Singles 1990 - 2005","Favorite Songs","Favorite","GBBKS0562618"
"Alors on danse - Radio Edit","Stromae","Cheese","Favorite Songs","Favorite","FRUM70902424"
"Change Your Ways","High Maintenance","Change Your Ways","Favorite Songs","Favorite","GB2LD0902111"
"Man On The Run - Extended Mix","Dash Berlin","The New Daylight (Extended Versions)","Favorite Songs","Favorite","NLF710903634"
"Children","Robert Miles","90 Discomania","Favorite Songs","Favorite","ITA169500002"
"Stairway to Heaven - Remaster","Led Zeppelin","Led Zeppelin IV (Deluxe Edition)","Favorite Songs","Favorite","USAT21300959"
"Bangarang (feat. Sirah)","Skrillex","Bangarang EP","Favorite Songs","Favorite","USAT21104243"
"Moonlight Sonata (3rd Movement)","Rousseau","Moonlight Sonata (3rd Movement)","Favorite Songs","Favorite","UST8K1858331"
"Bohemian Rhapsody","Queen","Bohemian Rhapsody (The Original Soundtrack)","Favorite Songs","Favorite","GBUM71029604"
"Misirlou","Dick Dale","Surfer´s Paradise, Vol.1","Favorite Songs","Favorite","DEBL60523336"
"One In a Million (Club Version)","Data","One In a Million - EP","Favorite Songs","Favorite","FR47Q0902400"
"KILLING MY LOVE","Leslie Parrish","SUPER EUROBEAT presents INITIAL D 〜D SELECTION 2〜","Favorite Songs","Favorite","ITB119600045"
"Memories of You - Extended Eurobeat Version","Orlando","40 Best of Eurobeat","Favorite Songs","Favorite","ITC941000945"
